"","departement","commune","unit.type","location","latitude","longitude","start.date","sheep.measuring.units","sheep.susceptible","sheep.cases","sheep.deaths","sheep.destroyed","sheep.slaughtered","cattle.measuring.units","cattle.susceptible","cattle.cases","cattle.deaths","cattle.destroyed","cattle.slaughtered","goat.measuring.units","goat.susceptible","goat.cases","goat.deaths","goat.destroyed","goat.slaughtered","remark"
"1237","AISNE","ACY","Farm","ACY",49.35,3.416667,"25/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1238","CALVADOS","LANGRUNE-SUR-MER","Farm","LANGRUNE-SUR-MER",49.316667,-0.366667,"26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1239","EURE","EPAIGNES","Farm","EPAIGNES",49.283333,0.45,"26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1240","MOSELLE","RECHICOURT-LE-CHATEAU","Farm","RECHICOURT-LE-CHATEAU",48.666667,6.85,"26/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1241","BAS-RHIN","PETERSBACH","Farm","PETERSBACH",48.866667,7.266667,"26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1242","INDRE","MOUHERS","Farm","MOUHERS",46.566667,1.783333,"26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1243","SARTHE","CONGE-SUR-ORNE","Farm","CONGE-SUR-ORNE",48.2,0.25,"26/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1244","CREUSE","CHENIERS","Farm","CHENIERS",46.35,1.833333,"26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1245","SAÔNE-ET-LOIRE","SAINT-LEGER-SUR-DHEUNE","Farm","SAINT-LEGER-SUR-DHEUNE",46.85,4.633333,"26/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1246","PAS-DE-CALAIS","AUDINGHEN","Farm","AUDINGHEN",50.85,1.6,"26/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1247","CHARENTE","BRIGUEUIL","Farm","BRIGUEUIL",45.95308,0.85879,"26/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1248","AIN","LENT","Farm","LENT",46.116667,5.2,"27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1249","MEUSE","WILLERONCOURT","Farm","WILLERONCOURT",48.716667,5.366667,"27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1250","MANCHE","LA COLOMBE","Farm","LA COLOMBE",48.866667,-1.183333,"27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1251","SAÔNE-ET-LOIRE","SAINTE-CROIX","Farm","SAINTE-CROIX",46.566667,5.25,"27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1252","CÔTE-D'OR","SAINT-GERMAIN-LES-SENAILLY","Farm","SAINT-GERMAIN-LES-SENAILLY",47.6,4.266667,"27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1253","NIÈVRE","GUIPY","Farm","GUIPY",47.233333,3.583333,"27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1254","ALLIER","TREVOL","Farm","TREVOL",46.633333,3.3,"27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1255","MARNE","DOMMARTIN-DAMPIERRE","Farm","DOMMARTIN-DAMPIERRE",49.0736,4.8271,"27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1256","PAS-DE-CALAIS","PAS-EN-ARTOIS","Farm","PAS-EN-ARTOIS",50.15,2.5,"27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1257","SEINE-ET-MARNE","VAUDOY-EN-BRIE","Farm","VAUDOY-EN-BRIE",48.683333,3.083333,"27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1258","EURE","Freneuse-sur-Risle","Farm","Freneuse-sur-Risle",49.25,0.666667,"27/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1259","AIN","VILLIEU-LOYES-MOLLON","Farm","VILLIEU-LOYES-MOLLON",45.95,5.283333,"27/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1260","INDRE","LA BERTHENOUX","Farm","LA BERTHENOUX",46.65,2.066667,"28/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1261","PAS-DE-CALAIS","MONCHIET","Farm","MONCHIET",50.233333,2.633333,"28/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1262","CÔTE-D'OR","COURCELLES-LES-SEMUR","Farm","COURCELLES-LES-SEMUR",47.45,4.3,"28/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1263","MEURTHE-ET-MOSELLE","LIVERDUN","Farm","LIVERDUN",48.75,6.05,"28/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1264","AISNE","MORGNY-EN-THIERACHE","Farm","MORGNY-EN-THIERACHE",49.766667,4.066667,"28/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1265","EURE","NEUVILLE-SUR-AUTHOU","Farm","NEUVILLE-SUR-AUTHOU",49.216667,0.633333,"28/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1266","SAÔNE-ET-LOIRE","FRONTENARD","Farm","FRONTENARD",46.916667,5.166667,"28/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1267","MEUSE","COUVERTPUIS","Farm","COUVERTPUIS",48.583333,5.3,"28/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1268","INDRE","CLERE-DU-BOIS","Farm","CLERE-DU-BOIS",46.916667,1.1,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1269","MEUSE","SAINT-JOIRE","Farm","SAINT-JOIRE",48.6,5.416667,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1270","INDRE-ET-LOIRE","LE LOUROUX","Farm","LE LOUROUX",47.166667,0.783333,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1271","EURE","SAINT-THURIEN","Farm","SAINT-THURIEN",49.4,0.55,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1272","MANCHE","MONTMARTIN-EN-GRAIGNES","Farm","MONTMARTIN-EN-GRAIGNES",49.283333,-1.15,"29/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1273","MAINE-ET-LOIRE","SAINT-GERMAIN-DES-PRES","Farm","SAINT-GERMAIN-DES-PRES",47.416667,-0.833333,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1274","SEINE-MARITIME","CRIEL-SUR-MER","Farm","CRIEL-SUR-MER",50.016667,1.316667,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1275","SEINE-MARITIME","VENTES-SAINT-REMY","Farm","VENTES-SAINT-REMY",49.7,1.3,"29/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1276","OISE","JUVIGNIES","Farm","JUVIGNIES",49.516667,2.083333,"29/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1277","AISNE","LANDOUZY-LA-VILLE","Farm","LANDOUZY-LA-VILLE",49.866667,4.05,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1278","MOSELLE","CONDE-NORTHEN","Farm","CONDE-NORTHEN",49.166667,6.433333,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1279","JURA","CHAZELLES","Farm","CHAZELLES",46.4,5.333333,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1280","AISNE","CHAMPS","Farm","CHAMPS",49.533333,3.25,"29/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1281","HAUTE-VIENNE","SAINT-HILAIRE-LA-TREILLE","Farm","SAINT-HILAIRE-LA-TREILLE",46.25,1.316667,"30/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1282","MEURTHE-ET-MOSELLE","GEMONVILLE","Farm","GEMONVILLE",48.416667,5.883333,"30/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1283","HAUTE-VIENNE","RANCON","Farm","RANCON",46.133333,1.183333,"30/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1284","VIENNE","AVAILLES-LIMOUZINE","Farm","AVAILLES-LIMOUZINE",46.116667,0.65,"30/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1285","AISNE","WIEGE-FATY","Farm","WIEGE-FATY",49.883333,3.733333,"30/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1286","NORD","MONCEAU-SAINT-WAAST","Farm","MONCEAU-SAINT-WAAST",50.166667,3.85,"31/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1287","CHER","CULAN","Farm","CULAN",46.55,2.35,"31/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1288","INDRE","LE BLANC","Farm","LE BLANC",46.633333,1.066667,"31/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1289","AISNE","HARGICOURT","Farm","HARGICOURT",49.9667,3.1833,"31/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1290","PAS-DE-CALAIS","NEDONCHEL","Farm","NEDONCHEL",50.516667,2.366667,"31/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1291","SEINE-MARITIME","PISSY-POVILLE","Farm","PISSY-POVILLE",49.533333,1,"31/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1292","INDRE","VINEUIL","Farm","VINEUIL",46.9,1.633333,"31/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1293","NIÈVRE","LORMES","Farm","LORMES",47.283333,3.816667,"01/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1294","INDRE","AZAY-LE-FERRON","Farm","AZAY-LE-FERRON",46.85,1.066667,"01/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1295","INDRE","MARTIZAY","Farm","MARTIZAY",46.8,1.033333,"01/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1296","PAS-DE-CALAIS","RADINGHEM","Farm","RADINGHEM",50.55,2.133333,"02/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1297","AIN","NEUVILLE-LES-DAMES","Farm","NEUVILLE-LES-DAMES",46.166667,5,"02/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1298","HAUTE-MARNE","LES LOGES","Farm","LES LOGES",47.783333,5.5,"02/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1299","HAUTE-SAÔNE","ARGILLIERES","Farm","ARGILLIERES",47.666667,5.633333,"02/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1300","INDRE","SAINT-AOUT","Farm","SAINT-AOUT",46.716667,1.966667,"02/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1301","PAS-DE-CALAIS","COULLEMONT","Farm","COULLEMONT",50.2,2.483333,"02/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1302","HAUTE-VIENNE","GAJOUBERT","Farm","GAJOUBERT",46.116667,0.833333,"02/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1303","SOMME","VILLE-LE-MARCLET","Farm","VILLE-LE-MARCLET",50.016667,2.083333,"02/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1304","AIN","BIZIAT","Farm","BIZIAT",46.216667,4.933333,"02/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1305","VOSGES","LIFFOL-LE-GRAND","Farm","LIFFOL-LE-GRAND",48.316667,5.583333,"03/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1306","MEUSE","FOAMEIX-ORNEL","Farm","FOAMEIX-ORNEL",49.2333,5.6,"03/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1307","VIENNE","NOUAILLE-MAUPERTUIS","Farm","NOUAILLE-MAUPERTUIS",46.516667,0.416667,"04/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1308","PAS-DE-CALAIS","QUESTRECQUES","Farm","QUESTRECQUES",50.666667,1.75,"04/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1309","NIÈVRE","SAINT-HILAIRE-EN-MORVAN","Farm","SAINT-HILAIRE-EN-MORVAN",47.083333,3.883333,"04/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1310","HAUTE-VIENNE","DARNAC","Farm","DARNAC",46.216667,0.966667,"04/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1311","AISNE","MONS-EN-LAONNOIS","Farm","MONS-EN-LAONNOIS",49.5378,3.554,"04/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1312","AISNE","TUPIGNY","Farm","TUPIGNY",49.95,3.6,"04/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1313","OISE","MAISONCELLE-TUILERIE","Farm","MAISONCELLE-TUILERIE",49.583333,2.216667,"04/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1314","MEURTHE-ET-MOSELLE","BURTHECOURT-AUX-CHENES","Farm","BURTHECOURT-AUX-CHENES",48.583333,6.25,"04/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1315","ARDENNES","LA BESACE","Farm","LA BESACE",49.566667,4.966667,"05/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1316","VIENNE","PRESSAC","Farm","PRESSAC",46.116667,0.566667,"05/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1317","VIENNE","ASNIERES-SUR-BLOUR","Farm","ASNIERES-SUR-BLOUR",46.166667,0.8,"05/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1318","VIENNE","LA TRIMOUILLE","Farm","LA TRIMOUILLE",46.466667,1.05,"05/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1319","VIENNE","LATHUS-SAINT-REMY","Farm","LATHUS-SAINT-REMY",46.3333,0.9667,"05/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1320","VIENNE","LIGLET","Farm","LIGLET",46.516667,1.083333,"05/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1321","CHARENTE","BRILLAC","Farm","BRILLAC",46.066667,0.783333,"05/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1322","NORD","PONT-SUR-SAMBRE","Farm","PONT-SUR-SAMBRE",50.216667,3.833333,"06/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1323","HAUTE-VIENNE","MAILHAC-SUR-BENAIZE","Farm","MAILHAC-SUR-BENAIZE",46.333333,1.333333,"06/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1324","PAS-DE-CALAIS","TERNAS","Farm","TERNAS",50.333333,2.4,"06/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1325","CREUSE","SAINT-MAURICE-LA-SOUTERRAINE","Farm","SAINT-MAURICE-LA-SOUTERRAINE",46.216667,1.433333,"06/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1326","AIN","BEREZIAT","Farm","BEREZIAT",46.366667,5.05,"06/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1327","PAS-DE-CALAIS","SANGATTE","Farm","SANGATTE",50.933333,1.75,"06/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1328","LOIRET","SAINT-FIRMIN-DES-BOIS","Farm","SAINT-FIRMIN-DES-BOIS",47.966667,2.916667,"06/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1329","CHER","SAINT-SYMPHORIEN","Farm","SAINT-SYMPHORIEN",46.816667,2.316667,"07/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1330","CÔTE-D'OR","VIC-DE-CHASSENAY","Farm","VIC-DE-CHASSENAY",47.466667,4.266667,"07/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1331","VOSGES","DOMBROT-SUR-VAIR","Farm","DOMBROT-SUR-VAIR",48.266667,5.883333,"07/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1332","MOSELLE","ASPACH","Farm","ASPACH",48.65,6.966667,"07/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1333","ARDENNES","CHEHERY","Farm","CHEHERY",49.65,4.866667,"07/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1334","CREUSE","COLONDANNES","Farm","COLONDANNES",46.283333,1.616667,"08/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1335","CHARENTE","CHIRAC","Farm","CHIRAC",45.916667,0.65,"09/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1336","SOMME","HORNOY-LE-BOURG","Farm","HORNOY-LE-BOURG",49.85,1.9,"09/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1337","PAS-DE-CALAIS","LA COMTE","Farm","LA COMTE",50.433333,2.5,"09/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1338","INDRE","TRANZAULT","Farm","TRANZAULT",46.616667,1.85,"09/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1339","AISNE","JEANTES","Farm","JEANTES",49.8,4.05,"09/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1340","PAS-DE-CALAIS","VACQUERIE-LE-BOUCQ","Farm","VACQUERIE-LE-BOUCQ",50.266667,2.216667,"10/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1341","PAS-DE-CALAIS","DELETTES","Farm","DELETTES",50.616667,2.2,"10/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1342","ORNE","COURGEON","Farm","COURGEON",48.483333,0.616667,"10/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1343","ORNE","NEAUPHE-SUR-DIVE","Farm","NEAUPHE-SUR-DIVE",48.8493,0.0962,"10/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1344","MANCHE","VARENGUEBEC","Farm","VARENGUEBEC",49.333333,-1.5,"10/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1345","VOSGES","SANDAUCOURT","Farm","SANDAUCOURT",48.266667,5.85,"10/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1346","VIENNE","COULONGES","Farm","COULONGES",46.4,1.15,"10/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1347","VIENNE","JOUSSE","Farm","JOUSSE",46.233333,0.466667,"10/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1348","HAUTE-VIENNE","SAINT-PRIEST-TAURION","Farm","SAINT-PRIEST-TAURION",45.883333,1.4,"10/04/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1349","INDRE","ECUEILLE","Farm","ECUEILLE",47.083333,1.35,"10/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1350","HAUTE-MARNE","GONCOURT","Farm","GONCOURT",48.2333,5.6167,"10/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"1351","MANCHE","CERISY-LA-SALLE","Farm","CERISY-LA-SALLE",49.033333,-1.283333,"10/04/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
